:mode=ask
:IOAccess,Application,Topic,AdviseActive,DDEProtocol,SecApplication,SecTopic,SecAdviseActive,SecDDEProtocol,FailoverExpression,FailoverDeadband,DFOFlag,FBDFlag,FailbackDeadband,
"W1_A_SP#_07051","$System","S.W.LOCALSETPOINTLOOP05(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,25,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2500,Linear,"STRAND1",No,"HMI_W1_SW_Loop5_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP05(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07061","$System","S.W.LOCALSETPOINTLOOP06(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,25,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2500,Linear,"STRAND1",No,"HMI_W1_SW_Loop6_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP06(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07071","$System","S.W.LOCALSETPOINTLOOP07(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"STRAND1",No,"HMI_W1_SW_Loop7_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP07(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07081","$System","S.W.LOCALSETPOINTLOOP08(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,15,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SW_Loop8_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP08(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07091","$System","S.W.LOCALSETPOINTLOOP09(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,15,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SW_Loop9_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP09(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07101","$System","S.W.LOCALSETPOINTLOOP10(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,20,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2000,Linear,"STRAND1",No,"HMI_W1_SW_Loop10_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP10(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07111","$System","S.W.LOCALSETPOINTLOOP11(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,60,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,600,Linear,"STRAND1",No,"HMI_W1_SW_Loop11_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP11(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07121","$System","S.W.LOCALSETPOINTLOOP12(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,12,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"STRAND1",No,"HMI_W1_SW_Loop12_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP12(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07131","$System","S.W.LOCALSETPOINTLOOP13(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,12,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1200,Linear,"STRAND1",No,"HMI_W1_SW_Loop13_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP13(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07141","$System","S.W.LOCALSETPOINTLOOP14(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,20,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,2000,Linear,"STRAND1",No,"HMI_W1_SW_Loop14_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP14(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07151","$System","S.W.LOCALSETPOINTLOOP15(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,35,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,350,Linear,"STRAND1",No,"HMI_W1_SW_Loop15_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP15(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07161","$System","S.W.LOCALSETPOINTLOOP16(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,11,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1100,Linear,"STRAND1",No,"HMI_W1_SW_Loop16_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP16(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_07171","$System","S.W.LOCALSETPOINTLOOP17(WRITE)",No,No,0,No,No,0,0,"GPM",0,0,11,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1100,Linear,"STRAND1",No,"HMI_W1_SW_Loop17_Locl_Stpt_Entry",No,"S.W.LOCALSETPOINTLOOP17(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08012","$System","S.A.LOCALSETPOINT01(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop1_Local_St_Entry",No,"S.A.LOCALSETPOINT01(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08022","$System","S.A.LOCALSETPOINT02(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop2_Local_St_Entry",No,"S.A.LOCALSETPOINT02(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08032","$System","S.A.LOCALSETPOINT03(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop3_Local_St_Entry",No,"S.A.LOCALSETPOINT03(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08042","$System","S.A.LOCALSETPOINT04(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop4_Local_St_Entry",No,"S.A.LOCALSETPOINT04(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08052","$System","S.A.LOCALSETPOINT05(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop5_Local_St_Entry",No,"S.A.LOCALSETPOINT05(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08062","$System","S.A.LOCALSETPOINT06(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop6_Local_St_Entry",No,"S.A.LOCALSETPOINT06(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08072","$System","S.A.LOCALSETPOINT07(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop7_Local_St_Entry",No,"S.A.LOCALSETPOINT07(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08082","$System","S.A.LOCALSETPOINT08(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop8_Local_St_Entry",No,"S.A.LOCALSETPOINT08(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08092","$System","S.A.LOCALSETPOINT09(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop9_Local_St_Entry",No,"S.A.LOCALSETPOINT09(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08102","$System","S.A.LOCALSETPOINT10(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop10_Local_St_Entry",No,"S.A.LOCALSETPOINT10(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08112","$System","S.A.LOCALSETPOINT11(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop11_Local_St_Entry",No,"S.A.LOCALSETPOINT11(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08122","$System","S.A.LOCALSETPOINT12(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop12_Local_St_Entry",No,"S.A.LOCALSETPOINT12(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08132","$System","S.A.LOCALSETPOINT13(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop13_Local_St_Entry",No,"S.A.LOCALSETPOINT13(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08142","$System","S.A.LOCALSETPOINT14(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop14_Local_St_Entry",No,"S.A.LOCALSETPOINT14(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08152","$System","S.A.LOCALSETPOINT15(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop15_Local_St_Entry",No,"S.A.LOCALSETPOINT15(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08162","$System","S.A.LOCALSETPOINT16(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop16_Local_St_Entry",No,"S.A.LOCALSETPOINT16(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"W1_A_SP#_08172","$System","S.A.LOCALSETPOINT17(WRITE)",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"HMI_W1_SA_Loop17_Local_St_Entry",No,"S.A.LOCALSETPOINT17(WRITE)",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08010","$System","S.A.PRESSURELOOP01",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop1_Act_Pres",No,"S.A.PRESSURELOOP01",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08010","$System","S.A.PRESSURESETPOINTLOOP01",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop1_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP01",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08011","$System","S.A.CASCADESETPOINT01",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop1_Cascd_Stpt",No,"S.A.CASCADESETPOINT01",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08012","$System","S.A.LOCALSETPOINTLOOP01",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop1_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP01",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08020","$System","S.A.PRESSURELOOP02",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop2_Act_Pres",No,"S.A.PRESSURELOOP02",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08020","$System","S.A.PRESSURESETPOINTLOOP02",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop2_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP02",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08021","$System","S.A.CASCADESETPOINT02",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop2_Cascd_Stpt",No,"S.A.CASCADESETPOINT02",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08022","$System","S.A.LOCALSETPOINTLOOP02",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop2_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP02",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08030","$System","S.A.PRESSURELOOP03",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop3_Act_Pres",No,"S.A.PRESSURELOOP03",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08030","$System","S.A.PRESSURESETPOINTLOOP03",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop3_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP03",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08031","$System","S.A.CASCADESETPOINT03",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop3_Cascd_Stpt",No,"S.A.CASCADESETPOINT03",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08032","$System","S.A.LOCALSETPOINTLOOP03",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop3_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP03",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08040","$System","S.A.PRESSURELOOP04",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop4_Act_Pres",No,"S.A.PRESSURELOOP04",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08040","$System","S.A.PRESSURESETPOINTLOOP04",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop4_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP04",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08041","$System","S.A.CASCADESETPOINT04",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop4_Cascd_Stpt",No,"S.A.CASCADESETPOINT04",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08042","$System","S.A.LOCALSETPOINTLOOP04",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop4_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP04",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08050","$System","S.A.PRESSURELOOP05",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop5_Act_Pres",No,"S.A.PRESSURELOOP05",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08050","$System","S.A.PRESSURESETPOINTLOOP05",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop5_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP05",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08051","$System","S.A.CASCADESETPOINT05",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop5_Cascd_Stpt",No,"S.A.CASCADESETPOINT05",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08052","$System","S.A.LOCALSETPOINTLOOP05",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop5_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP05",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08060","$System","S.A.PRESSURELOOP06",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop6_Act_Pres",No,"S.A.PRESSURELOOP06",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08060","$System","S.A.PRESSURESETPOINTLOOP06",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop6_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP06",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08061","$System","S.A.CASCADESETPOINT06",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop6_Cascd_Stpt",No,"S.A.CASCADESETPOINT06",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08062","$System","S.A.LOCALSETPOINTLOOP06",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop6_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP06",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08070","$System","S.A.PRESSURELOOP07",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop7_Act_Pres",No,"S.A.PRESSURELOOP07",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08070","$System","S.A.PRESSURESETPOINTLOOP07",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop7_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP07",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08071","$System","S.A.CASCADESETPOINT07",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop7_Cascd_Stpt",No,"S.A.CASCADESETPOINT07",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08072","$System","S.A.LOCALSETPOINTLOOP07",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop7_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP07",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08080","$System","S.A.PRESSURELOOP08",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop8_Act_Pres",No,"S.A.PRESSURELOOP08",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08080","$System","S.A.PRESSURESETPOINTLOOP08",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop8_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP08",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08081","$System","S.A.CASCADESETPOINT08",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop8_Cascd_Stpt",No,"S.A.CASCADESETPOINT08",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08082","$System","S.A.LOCALSETPOINTLOOP08",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop8_Loc_Stpt",No,"S.A.LOCALSETPOINTLOOP08",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_PT#_08090","$System","S.A.PRESSURELOOP09",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop9_Act_Pres",No,"S.A.PRESSURELOOP09",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08090","$System","S.A.PRESSURESETPOINTLOOP09",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop9_Pres_Stpt",No,"S.A.PRESSURESETPOINTLOOP09",0,0,0,0,0,0,0,0,"","","","","","","",""
"A_SP#_08091","$System","S.A.CASCADESETPOINT09",No,No,0,No,No,0,0,"PSI",0,0,150,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,1500,Linear,"STRAND1",No,"W1_HMI_SA_Loop9_Cascd_Stpt",No,"S.A.CASCADESETPOINT09",0,0,0,0,0,0,0,0,"","","","","","","",""
